Date,Open,High,Low,Close,Adj Close,Volume
2001-05-01,1854.670044,2073.979980,1768.619995,1799.890015,1799.890015,41465750000
2001-06-01,1826.020020,1963.829956,1655.260010,1830.189941,1830.189941,36577380000
2001-07-01,1831.420044,1864.199951,1580.569946,1683.609985,1683.609985,32812530000
2001-08-01,1713.670044,1766.579956,1438.910034,1469.699951,1469.699951,32437350000
2001-09-01,1466.319946,1502.670044,1088.959961,1168.369995,1168.369995,30829450000
2001-10-01,1161.739990,1487.400024,1131.319946,1364.780029,1364.780029,43885890000
2001-11-01,1381.699951,1644.380005,1358.719971,1596.050049,1596.050049,38324730000
2001-12-01,1576.260010,1734.579956,1557.180054,1577.050049,1577.050049,35539380000
2002-01-01,1590.709961,1710.229980,1481.459961,1550.170044,1550.170044,39095980000
2002-02-01,1544.420044,1561.239990,1329.930054,1359.219971,1359.219971,34022690000
2002-03-01,1373.150024,1573.420044,1370.319946,1452.810059,1452.810059,34619370000
2002-04-01,1440.380005,1481.739990,1228.939941,1277.069946,1277.069946,38648510000
2002-05-01,1273.630005,1350.540039,1142.250000,1208.339966,1208.339966,39802810000
2002-06-01,1205.199951,1213.180054,979.869995,1051.410034,1051.410034,36638230000
2002-07-01,1044.479980,1066.280029,869.169983,962.099976,962.099976,45237670000
2002-08-01,954.559998,1052.489990,856.349976,942.380005,942.380005,31490760000
2002-09-01,928.500000,978.460022,825.799988,832.520020,832.520020,29029680000
2002-10-01,841.289978,1007.719971,795.250000,989.539978,989.539978,38730160000
2002-11-01,981.239990,1134.599976,972.340027,1116.099976,1116.099976,35673650000
2002-12-01,1144.209961,1155.680054,977.590027,984.369995,984.369995,29122630000
2003-01-01,995.640015,1104.319946,968.340027,983.049988,983.049988,30898030000
2003-02-01,987.369995,1019.250000,938.520020,1009.739990,1009.739990,24374040000
2003-03-01,1015.869995,1099.609985,946.789978,1018.659973,1018.659973,31136990000
2003-04-01,1025.020020,1126.579956,1015.460022,1106.060059,1106.060059,30761430000
2003-05-01,1104.380005,1201.250000,1094.420044,1197.890015,1197.890015,38423310000
2003-06-01,1210.770020,1265.689941,1180.010010,1201.689941,1201.689941,41170990000
2003-07-01,1195.300049,1316.420044,1180.109985,1276.939941,1276.939941,38212570000
2003-08-01,1274.609985,1344.739990,1204.290039,1341.199951,1341.199951,30294060000
2003-09-01,1347.640015,1406.609985,1302.260010,1303.699951,1303.699951,39917180000
2003-10-01,1312.430054,1443.180054,1306.329956,1416.390015,1416.390015,41226870000
2003-11-01,1423.130005,1453.459961,1357.250000,1424.250000,1424.250000,34049930000
2003-12-01,1434.099976,1474.239990,1372.869995,1467.920044,1467.920044,35470880000
2004-01-01,1474.160034,1559.469971,1458.510010,1493.079956,1493.079956,45972690000
2004-02-01,1497.780029,1524.089966,1452.489990,1470.380005,1470.380005,35411970000
2004-03-01,1476.040039,1494.670044,1368.079956,1438.410034,1438.410034,42497500000
2004-04-01,1438.910034,1508.369995,1401.359985,1401.359985,1401.359985,40153120000
2004-05-01,1409.060059,1469.229980,1372.459961,1466.219971,1466.219971,32652780000
2004-06-01,1457.709961,1523.479980,1445.209961,1516.640015,1516.640015,32602090000
2004-07-01,1514.819946,1514.819946,1359.199951,1400.390015,1400.390015,35711700000
2004-08-01,1390.209961,1408.310059,1301.930054,1368.680054,1368.680054,30823660000
2004-09-01,1363.270020,1440.810059,1360.579956,1412.739990,1412.739990,31295080000
2004-10-01,1426.380005,1496.979980,1416.290039,1486.719971,1486.719971,35975380000
2004-11-01,1486.250000,1593.160034,1479.859985,1571.500000,1571.500000,37928210000
2004-12-01,1578.250000,1635.699951,1577.770020,1621.119995,1621.119995,44379920000
2005-01-01,1628.750000,1635.449951,1480.660034,1519.630005,1519.630005,43135970000
2005-02-01,1521.000000,1561.170044,1489.989990,1511.020020,1511.020020,36626560000
2005-03-01,1516.630005,1552.530029,1458.260010,1482.530029,1482.530029,39780380000
2005-04-01,1491.829956,1503.209961,1394.359985,1420.790039,1420.790039,37517930000
2005-05-01,1421.900024,1551.119995,1415.599976,1542.630005,1542.630005,34223410000
2005-06-01,1541.729980,1568.959961,1490.020020,1493.520020,1493.520020,36702320000
2005-07-01,1497.020020,1619.949951,1484.180054,1605.140015,1605.140015,32702310000
2005-08-01,1609.739990,1628.569946,1551.310059,1581.709961,1581.709961,34238710000
2005-09-01,1581.229980,1619.119995,1551.810059,1601.660034,1601.660034,34790080000
2005-10-01,1603.469971,1617.770020,1515.420044,1579.180054,1579.180054,36500900000
2005-11-01,1572.969971,1704.420044,1570.750000,1672.560059,1672.560059,31942420000
2005-12-01,1683.390015,1716.650024,1641.859985,1645.199951,1645.199951,32737380000
2006-01-01,1654.390015,1761.459961,1633.619995,1710.750000,1710.750000,41775220000
2006-02-01,1697.119995,1714.280029,1637.260010,1670.569946,1670.569946,37103890000
2006-03-01,1675.920044,1720.199951,1634.250000,1703.660034,1703.660034,47567350000
2006-04-01,1715.119995,1750.229980,1684.349976,1700.709961,1700.709961,39227480000
2006-05-01,1706.800049,1721.130005,1554.760010,1579.579956,1579.579956,45923780000
2006-06-01,1581.079956,1626.290039,1511.530029,1575.229980,1575.229980,43418010000
2006-07-01,1580.630005,1586.439941,1446.770020,1509.430054,1509.430054,36405330000
2006-08-01,1498.170044,1586.599976,1476.060059,1579.729980,1579.729980,38177580000
2006-09-01,1589.209961,1666.030029,1558.170044,1654.130005,1654.130005,37304950000
2006-10-01,1650.319946,1745.790039,1623.069946,1732.540039,1732.540039,42714580000
2006-11-01,1738.550049,1824.209961,1693.189941,1791.250000,1791.250000,38943340000
2006-12-01,1790.630005,1821.180054,1746.069946,1756.900024,1756.900024,35073670000
2007-01-01,1769.219971,1847.540039,1731.709961,1792.280029,1792.280029,42688490000
2007-02-01,1801.599976,1851.469971,1746.290039,1761.599976,1761.599976,39700560000
2007-03-01,1729.030029,1807.430054,1710.969971,1772.359985,1772.359985,43563900000
2007-04-01,1775.920044,1896.770020,1761.650024,1867.750000,1867.750000,39717000000
2007-05-01,1872.339966,1931.099976,1857.329956,1928.189941,1928.189941,44252460000
2007-06-01,1934.739990,1948.579956,1876.520020,1934.099976,1934.099976,45340310000
2007-07-01,1943.280029,2060.290039,1931.989990,1932.060059,1932.060059,45107360000
2007-08-01,1929.089966,1995.000000,1805.660034,1988.729980,1988.729980,52126030000
2007-09-01,1989.280029,2101.959961,1943.270020,2091.110107,2091.110107,35257250000
2007-10-01,2092.600098,2239.229980,2088.790039,2238.979980,2238.979980,48751620000
2007-11-01,2223.520020,2226.879883,1980.180054,2089.100098,2089.100098,50214790000
2007-12-01,2080.100098,2147.679932,1999.589966,2084.929932,2084.929932,37753390000
2008-01-01,2085.530029,2094.219971,1693.060059,1841.420044,1841.420044,55211960000
2008-02-01,1846.069946,1864.969971,1714.859985,1745.270020,1745.270020,45767570000
2008-03-01,1743.920044,1831.979980,1668.569946,1781.930054,1781.930054,44966440000
2008-04-01,1806.150024,1953.589966,1776.599976,1917.699951,1917.699951,42726250000
2008-05-01,1921.869995,2050.790039,1921.050049,2032.569946,2032.569946,42783110000
2008-06-01,2026.579956,2055.820068,1829.300049,1837.089966,1837.089966,45968100000
2008-07-01,1821.930054,1874.829956,1761.079956,1849.150024,1849.150024,50672460000
2008-08-01,1847.469971,1973.560059,1802.089966,1872.540039,1872.540039,39482890000
2008-09-01,1904.209961,1912.719971,1496.150024,1594.630005,1594.630005,51722940000
2008-10-01,1581.060059,1584.260010,1149.119995,1334.780029,1334.780029,62537120000
2008-11-01,1333.189941,1382.650024,1018.859985,1185.750000,1185.750000,41933210000
2008-12-01,1185.750000,1251.560059,1091.040039,1211.650024,1211.650024,39619890000
2009-01-01,1212.739990,1286.079956,1136.609985,1180.250000,1180.250000,39995600000
2009-02-01,1168.130005,1286.900024,1112.119995,1116.989990,1116.989990,42380620000
2009-03-01,1098.989990,1281.300049,1040.410034,1237.010010,1237.010010,49480930000
2009-04-01,1215.900024,1418.770020,1211.599976,1394.329956,1394.329956,48683640000
2009-05-01,1396.219971,1435.800049,1339.819946,1435.569946,1435.569946,47352030000
2009-06-01,1451.369995,1511.939941,1413.540039,1477.250000,1477.250000,51881250000
2009-07-01,1486.500000,1632.969971,1394.869995,1603.359985,1603.359985,47084360000
2009-08-01,1619.239990,1668.010010,1563.140015,1625.189941,1625.189941,44011670000
2009-09-01,1620.089966,1754.540039,1585.560059,1718.989990,1718.989990,49652910000
2009-10-01,1710.500000,1780.829956,1656.569946,1667.130005,1667.130005,50489640000
2009-11-01,1667.060059,1814.250000,1652.439941,1767.430054,1767.430054,38877300000
2009-12-01,1782.849976,1882.579956,1759.339966,1860.310059,1860.310059,39269070000
2010-01-01,1882.689941,1897.489990,1734.030029,1741.040039,1741.040039,45625830000
2010-02-01,1745.910034,1830.380005,1712.890015,1818.680054,1818.680054,42835360000
2010-03-01,1826.619995,1976.380005,1826.609985,1958.339966,1958.339966,54955550000
2010-04-01,1968.439941,2059.419922,1943.969971,2000.630005,2000.630005,54528540000
2010-05-01,2010.939941,2039.520020,1752.310059,1852.390015,1852.390015,57203120000
2010-06-01,1846.599976,1939.770020,1734.900024,1739.140015,1739.140015,48633730000
2010-07-01,1741.930054,1900.150024,1700.040039,1864.000000,1864.000000,43910370000
2010-08-01,1886.609985,1918.780029,1747.319946,1767.430054,1767.430054,41794240000
2010-09-01,1791.910034,2029.650024,1791.410034,1998.040039,1998.040039,41586870000
2010-10-01,2014.469971,2137.330078,1963.680054,2124.449951,2124.449951,41539760000
2010-11-01,2135.570068,2200.159912,2085.270020,2117.330078,2117.330078,40893560000
2010-12-01,2150.639893,2238.919922,2150.639893,2217.860107,2217.860107,36306890000
2011-01-01,2238.659912,2336.040039,2237.729980,2281.909912,2281.909912,40221760000
2011-02-01,2298.370117,2403.520020,2284.649902,2350.989990,2350.989990,39225340000
2011-03-01,2359.780029,2375.669922,2188.919922,2338.989990,2338.989990,45049990000
2011-04-01,2352.469971,2415.850098,2254.879883,2404.080078,2404.080078,38024600000
2011-05-01,2410.239990,2417.830078,2298.719971,2372.540039,2372.540039,42067110000
2011-06-01,2368.290039,2373.820068,2180.939941,2325.070068,2325.070068,42570710000
2011-07-01,2326.159912,2438.439941,2318.199951,2362.810059,2362.810059,37282980000
2011-08-01,2391.419922,2396.500000,2034.920044,2241.010010,2241.010010,56977870000
2011-09-01,2245.010010,2337.699951,2112.840088,2139.179932,2139.179932,42996470000
2011-10-01,2128.020020,2412.520020,2042.900024,2360.080078,2360.080078,42787830000
2011-11-01,2301.110107,2402.510010,2150.709961,2295.199951,2295.199951,38397210000
2011-12-01,2294.270020,2343.100098,2209.570068,2277.830078,2277.830078,33177490000
2012-01-01,2323.159912,2481.510010,2307.560059,2467.949951,2467.949951,35325900000
2012-02-01,2481.620117,2645.199951,2474.290039,2623.100098,2623.100098,37728460000
2012-03-01,2634.199951,2794.000000,2575.129883,2755.270020,2755.270020,36686310000
2012-04-01,2752.250000,2795.350098,2628.959961,2723.679932,2723.679932,33793990000
2012-05-01,2719.250000,2756.810059,2474.699951,2524.870117,2524.870117,40115930000
2012-06-01,2510.820068,2633.209961,2443.919922,2615.719971,2615.719971,37458650000
2012-07-01,2616.520020,2663.120117,2522.889893,2642.530029,2642.530029,34686680000
2012-08-01,2660.489990,2802.909912,2606.540039,2772.239990,2772.239990,35708950000
2012-09-01,2766.929932,2878.379883,2744.290039,2799.189941,2799.189941,33719730000
2012-10-01,2811.449951,2845.969971,2636.830078,2647.919922,2647.919922,36367020000
2012-11-01,2661.050049,2701.909912,2494.379883,2677.879883,2677.879883,36894240000
2012-12-01,2697.439941,2713.389893,2598.570068,2660.929932,2660.929932,33522490000
2013-01-01,2727.669922,2769.310059,2703.750000,2731.530029,2731.530029,39027620000
2013-02-01,2751.189941,2783.189941,2689.830078,2738.580078,2738.580078,35765430000
2013-03-01,2725.379883,2820.669922,2713.489990,2818.689941,2818.689941,33749180000
2013-04-01,2819.780029,2887.870117,2730.969971,2887.439941,2887.439941,36904330000
2013-05-01,2885.350098,3053.510010,2868.760010,2981.760010,2981.760010,39144080000
2013-06-01,2984.590088,3007.300049,2825.179932,2909.600098,2909.600098,37528250000
2013-07-01,2933.479980,3110.010010,2913.479980,3090.189941,3090.189941,35889520000
2013-08-01,3113.219971,3149.239990,3053.260010,3073.810059,3073.810059,32804650000
2013-09-01,3097.649902,3248.520020,3077.129883,3218.199951,3218.199951,34997740000
2013-10-01,3220.919922,3408.280029,3117.689941,3377.729980,3377.729980,43017190000
2013-11-01,3392.320068,3495.969971,3318.399902,3487.820068,3487.820068,35818470000
2013-12-01,3496.189941,3592.000000,3422.860107,3592.000000,3592.000000,37139280000
2014-01-01,3575.600098,3634.649902,3461.639893,3521.919922,3521.919922,45227610000
2014-02-01,3524.229980,3722.379883,3418.879883,3696.100098,3696.100098,39978180000
2014-03-01,3657.320068,3738.320068,3543.070068,3595.739990,3595.739990,46796180000
2014-04-01,3615.909912,3676.360107,3414.110107,3582.020020,3582.020020,44391220000
2014-05-01,3589.659912,3741.570068,3506.350098,3736.820068,3736.820068,39290130000
2014-06-01,3740.709961,3860.649902,3707.889893,3849.479980,3849.479980,40249370000
2014-07-01,3864.139893,3997.500000,3837.159912,3892.500000,3892.500000,39536410000
2014-08-01,3886.100098,4082.969971,3845.199951,4082.560059,4082.560059,33417300000
2014-09-01,4093.120117,4118.910156,4007.629883,4049.449951,4049.449951,39631140000
2014-10-01,4043.330078,4170.870117,3700.229980,4158.209961,4158.209961,50136190000
2014-11-01,4160.600098,4347.089844,4126.720215,4337.790039,4337.790039,32967990000
2014-12-01,4323.950195,4332.549805,4089.090088,4236.279785,4236.279785,39587090000
2015-01-01,4258.600098,4292.879883,4078.850098,4148.430176,4148.430176,38719030000
2015-02-01,4162.200195,4464.310059,4094.729980,4440.669922,4440.669922,35773090000
2015-03-01,4452.799805,4483.970215,4280.950195,4333.689941,4333.689941,41204240000
2015-04-01,4328.169922,4562.330078,4283.910156,4414.250000,4414.250000,36159640000
2015-05-01,4437.700195,4551.529785,4349.930176,4508.250000,4508.250000,35994540000
2015-06-01,4530.029785,4561.640137,4377.229980,4396.759766,4396.759766,41338820000
2015-07-01,4433.790039,4694.129883,4344.149902,4588.910156,4588.910156,40634120000
2015-08-01,4595.259766,4634.700195,3787.229980,4274.580078,4274.580078,43388300000
2015-09-01,4177.939941,4450.660156,4053.120117,4181.060059,4181.060059,41503920000
2015-10-01,4185.279785,4681.229980,4124.549805,4648.830078,4648.830078,42348240000
2015-11-01,4658.790039,4737.120117,4486.089844,4664.509766,4664.509766,36814190000
2015-12-01,4685.740234,4739.750000,4478.250000,4593.270020,4593.270020,40577940000
2016-01-01,4485.060059,4522.120117,3992.909912,4279.169922,4279.169922,44867130000
2016-02-01,4254.410156,4301.629883,3888.780029,4201.120117,4201.120117,43098650000
2016-03-01,4238.080078,4518.180176,4225.930176,4483.660156,4483.660156,40738880000
2016-04-01,4461.770020,4574.379883,4307.100098,4341.299805,4341.299805,38014300000
2016-05-01,4350.830078,4526.839844,4282.000000,4523.890137,4523.890137,38803240000
2016-06-01,4507.180176,4536.549805,4179.740234,4417.700195,4417.700195,44213900000
2016-07-01,4411.770020,4743.250000,4375.720215,4730.229980,4730.229980,36050040000
2016-08-01,4734.439941,4837.669922,4689.549805,4771.049805,4771.049805,38754780000
2016-09-01,4774.810059,4895.500000,4656.509766,4875.700195,4875.700195,40112010000
2016-10-01,4864.629883,4911.759766,4760.069824,4801.270020,4801.270020,34708450000
2016-11-01,4810.299805,4896.569824,4647.589844,4810.810059,4810.810059,41950260000
2016-12-01,4806.770020,4992.080078,4721.410156,4863.620117,4863.620117,38648510000
2017-01-01,4900.850098,5172.430176,4884.520020,5116.770020,5116.770020,36115440000
2017-02-01,5157.830078,5358.529785,5128.759766,5330.310059,5330.310059,36811150000
2017-03-01,5368.649902,5451.500000,5316.020020,5436.229980,5436.229980,44064880000
2017-04-01,5440.200195,5600.000000,5353.589844,5583.529785,5583.529785,33894020000
2017-05-01,5602.439941,5813.259766,5568.470215,5788.799805,5788.799805,42405030000
2017-06-01,5804.169922,5897.689941,5599.439941,5646.919922,5646.919922,50292320000
2017-07-01,5680.359863,5995.770020,5579.640137,5880.330078,5880.330078,36228200000
2017-08-01,5900.640137,5995.450195,5750.500000,5988.600098,5988.600098,41368170000
2017-09-01,6001.819824,6012.950195,5839.890137,5979.299805,5979.299805,38354650000
2017-10-01,5988.959961,6258.419922,5955.830078,6248.560059,6248.560059,41620780000
2017-11-01,6274.259766,6426.040039,6194.580078,6365.560059,6365.560059,42080670000
2017-12-01,6325.609863,6522.700195,6234.220215,6396.419922,6396.419922,38755950000
2018-01-01,6431.589844,7022.970215,6417.750000,6949.990234,6949.990234,44694030000
2018-02-01,6910.569824,7003.129883,6164.430176,6854.419922,6854.419922,44063140000
2018-03-01,6862.939941,7186.089844,6410.040039,6581.129883,6581.129883,48760550000
2018-04-01,6528.229980,6856.959961,6322.600098,6605.569824,6605.569824,43233040000
2018-05-01,6592.930176,7016.419922,6539.870117,6967.729980,6967.729980,45761130000
2018-06-01,7010.080078,7309.990234,6950.229980,7040.799805,7040.799805,48573740000
2018-07-01,6979.540039,7511.390137,6969.160156,7231.979980,7231.979980,38964090000
2018-08-01,7269.200195,7691.100098,7221.350098,7654.549805,7654.549805,46197780000
2018-09-01,7629.339844,7657.799805,7400.990234,7627.649902,7627.649902,44907360000
2018-10-01,7673.000000,7700.560059,6574.750000,6967.100098,6967.100098,61889960000
2018-11-01,6980.790039,7205.959961,6442.359863,6949.009766,6949.009766,48901700000
2018-12-01,7106.839844,7107.000000,5895.120117,6329.970215,6329.970215,49224830000
2019-01-01,6198.680176,6936.339844,6139.399902,6906.839844,6906.839844,49542480000
2019-02-01,6872.729980,7161.729980,6836.700195,7097.529785,7097.529785,42628810000
2019-03-01,7152.080078,7505.410156,6940.720215,7378.770020,7378.770020,49622660000
2019-04-01,7450.810059,7851.970215,7422.439941,7781.459961,7781.459961,43553400000
2019-05-01,7828.140137,7851.029785,7125.970215,7127.959961,7127.959961,47822630000
2019-06-01,7110.339844,7772.529785,6936.680176,7671.080078,7671.080078,44821400000
2019-07-01,7816.560059,8027.180176,7735.669922,7848.779785,7848.779785,42846360000
2019-08-01,7866.600098,8000.939941,7356.270020,7691.000000,7691.000000,46323300000
2019-09-01,7634.029785,7975.330078,7584.819824,7749.450195,7749.450195,41720490000
2019-10-01,7782.819824,8119.729980,7463.569824,8083.830078,8083.830078,44203530000
2019-11-01,8121.950195,8445.610352,8111.729980,8403.679688,8403.679688,41773310000
2019-12-01,8409.870117,8811.099609,8167.359863,8733.070313,8733.070313,46214040000
2020-01-01,8802.219727,9272.370117,8713.889648,8991.509766,8991.509766,52694760000
2020-02-01,9033.519531,9736.570313,8133.850098,8461.830078,8461.830078,53886320000
2020-03-01,8569.910156,9000.459961,6771.910156,7813.500000,7813.500000,97320230000
2020-04-01,7582.779785,9025.820313,7423.970215,9000.509766,9000.509766,79171670000
2020-05-01,8791.879883,9573.549805,8665.400391,9555.530273,9555.530273,81175640000
2020-06-01,9526.429688,10306.900391,9489.580078,10156.849609,10156.849609,112284350000
2020-07-01,10160.410156,11069.259766,10142.750000,10905.879883,10905.879883,95054280000
2020-08-01,11018.019531,12167.459961,10855.059570,12110.700195,12110.700195,78996130000
2020-09-01,12203.360352,12439.480469,10677.849609,11418.059570,11418.059570,82496920000
2020-10-01,11554.959961,12204.750000,10960.019531,11052.950195,11052.950195,78287400000
2020-11-01,11152.480469,12306.709961,10957.110352,12268.320313,12268.320313,91282630000
2020-12-01,12387.620117,12925.530273,12226.129883,12888.280273,12888.280273,112635010000
2021-01-01,12950.219727,13563.700195,12537.419922,12925.379883,12925.379883,139796850000
2021-02-01,13067.650391,13879.769531,12758.120117,12909.440430,12909.440430,142926770000
2021-03-01,13106.019531,13301.620117,12208.389648,13091.440430,13091.440430,134201470000
2021-04-01,13268.879883,14073.480469,13255.820313,13860.759766,13860.759766,91591470000
2021-05-01,13923.040039,13955.000000,12967.179688,13686.509766,13686.509766,89415440000
2021-06-01,13764.269531,14582.299805,13469.849609,14554.799805,14554.799805,108377000000
2021-07-01,14530.629883,15142.349609,14455.070313,14959.900391,14959.900391,88708530000
2021-08-01,15046.099609,15620.620117,14773.190430,15582.509766,15582.509766,88083480000
2021-09-01,15637.129883,15701.400391,14684.549805,14689.620117,14689.620117,95275100000
2021-10-01,14731.379883,15856.900391,14384.929688,15850.469727,15850.469727,99492020000
2021-11-01,15879.610352,16764.859375,15785.309570,16135.919922,16135.919922,109314860000
2021-12-01,16347.959961,16607.189453,15508.740234,16320.080078,16320.080078,104264460000
2022-01-01,16395.509766,16513.869141,13724.849609,14930.049805,14930.049805,100106820000
2022-02-01,14966.599609,15196.400391,13065.440430,14237.809570,14237.809570,89543300000
2022-03-01,14197.660156,15265.419922,13020.400391,14838.490234,14838.490234,131081330000
2022-04-01,14886.910156,15161.889648,12835.480469,12854.799805,12854.799805,96581010000
2022-05-01,12864.830078,13556.669922,11492.290039,12642.099609,12642.099609,111465680000
2022-06-01,12750.309570,12897.629883,11037.209961,11503.719727,11503.719727,113875890000
2022-07-01,11472.629883,12986.639648,11366.070313,12947.969727,12947.969727,94293720000
2022-08-01,12877.040039,13720.910156,12240.820313,12272.030273,12272.030273,110367680000
2022-09-01,12158.879883,12752.830078,10966.950195,10971.219727,10971.219727,98888530000
2022-10-01,11059.169922,11681.849609,10440.639648,11405.570313,11405.570313,98292380000
2022-11-01,11571.530273,12031.339844,10632.389648,12030.059570,12030.059570,101572370000
2022-12-01,12030.240234,12166.410156,10671.190430,10939.759766,10939.759766,100007430000
2023-01-01,11038.419922,12248.150391,10696.419922,12101.929688,12101.929688,106732920000
2023-02-01,12087.919922,12880.980469,11900.839844,12042.120117,12042.120117,99644100000
2023-03-01,12026.719727,13188.830078,11695.410156,13181.349609,13181.349609,120323510000
2023-04-01,13084.099609,13247.389648,12724.240234,13245.990234,13245.990234,90509520000
2023-05-01,13229.110352,14520.169922,12938.450195,14254.089844,14254.089844,101290320000
2023-06-01,14269.089844,15284.650391,14219.940430,15179.209961,15179.209961,107650300000
2023-07-01,15190.540039,15932.049805,14924.639648,15757.000000,15757.000000,96983440000
2023-08-01,15696.980469,15748.429688,14557.830078,15501.070313,15501.070313,110754840000
2023-09-01,15600.950195,15618.849609,14432.599609,14715.240234,14715.240234,94727650000
2023-10-01,14717.900391,15333.980469,14058.330078,14409.780273,14409.780273,97818540000
2023-11-01,14453.679688,16166.509766,14441.889648,15947.870117,15947.870117,95884580000
2023-12-01,15892.589844,16969.169922,15695.580078,16825.929688,16825.929688,120361680000
2024-01-01,16667.300781,17665.259766,16249.190430,17137.240234,17137.240234,111351260000
2024-02-01,17216.990234,18091.619141,17175.830078,18043.849609,18043.849609,106763830000
2024-03-01,18069.289063,18464.699219,17764.990234,18254.689453,18254.689453,106387420000
2024-04-01,18280.820313,18391.580078,17660.890625,17713.660156,17713.660156,58351040000
